Text,link,year,aspect,sentiment,prob
Puis lors de discussion sur leurs ancêtres j ai deux arrières grands pères tués pendant la Grande Guerre sachant que l un deux est mort quatre jours après le début des hostilités,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/11/11/comment-transmettez-vous-la-memoire-de-la-grande-guerre-a-vos-enfants_1117470_736535.html,2008.0,pères,Negative,0.9294606447219849
Mémoires de nos pères grands pères et arrières grands pères par Pierre Morel Arrière petit fils de zouave et de poilu gazé et amputé à Verdun petit fils de déporté au sto fils de vétéran de la Guerre d Algérie futur beau frère je le souhaite à mon frère,https://www.lemonde.fr/1914-1918-90-ans-apres-l-armistice/article/2008/11/11/comment-transmettez-vous-la-memoire-de-la-grande-guerre-a-vos-enfants_1117470_736535.html,2008.0,"pères', 'pères', 'pères","Positive', 'Positive', 'Positive","0.7055914998054504, 0.7055914998054504, 0.7055914998054504"
Dans la semaine le milliardaire déchu réside toujours avec femme enfants et petits enfants dans son fameux hôtel particulier de la rue des Saints pères à Paris,https://www.lemonde.fr/a-la-une/article/2005/04/06/tapie-a-la-man-uvre_635913_3208.html,2005.0,pères,Neutral,0.8686784505844116
Il y a des bacheliers qui ont tâté de l enseignement supérieur et des illettrés des commerçants en pacotille et des peintres en bâtiment des célibataires endurcis et des pères de famille nombreuse des solitaires et des clandestins à l esprit grégaire,https://www.lemonde.fr/a-la-une/article/2005/10/12/les-clandestins-bourlingueurs_698511_3208.html,2005.0,pères,Positive,0.9584854245185852
C est le langage de l époque celui d un Charles Lavigerie cardinal et fondateur des pères blancs d un Ernest Renan pour qui l islam est la chaîne la plus lourde que l humanité ait jamais portée,https://www.lemonde.fr/a-la-une/article/2005/11/13/charles-de-foucauld-un-marabout-au-sahara_709614_3208.html,2005.0,pères,Positive,0.8053331971168518
Comme Norman Podhoretz héraut de la gauche américaine et soutien de Martin Luther King devenu un des pères du néoconservatisme,https://www.lemonde.fr/a-la-une/article/2006/04/21/juifs-noirs-l-incomprehension-et-la-concurrence-des-memoires_764022_3208.html,2006.0,pères,Positive,0.9982990622520447
On ne s étonnera pas comme le montrent certains de ses récits cliniques qu il ait mieux compris la rébellion des fils contre les pères que celle des filles contre leur famille,https://www.lemonde.fr/a-la-une/article/2006/05/03/freud-le-penseur-des-lumieres-sombres_767763_3208.html,2006.0,pères,Negative,0.9248687624931335
Rejetant les illusions de leurs pères qui croyaient aux bienfaits du libéralisme les fils de la bourgeoisie se tournèrent vers une nouvelle quête identitaire,https://www.lemonde.fr/a-la-une/article/2006/05/03/freud-le-penseur-des-lumieres-sombres_767763_3208.html,2006.0,pères,Negative,0.870928943157196
Les deux petits frères sont à Saint Eugène le cimetière chrétien d Alger de même que le père les deux grands mères et les deux grands pères de Robert,https://www.lemonde.fr/a-la-une/article/2006/05/15/pieds-noirs-retour-a-alger_771844_3208.html,2006.0,pères,Positive,0.6455960869789124
Plus grave les hommes sont aussi stigmatisés pour leurs penchants agressifs ou criminels leur bestialité beaux pères violeurs du Volver de Pedro Almodovar mari violent du Bug de William Friedkin frère cogneur de Bled Number One de Rabah Ameur Zaïmèche ou infanticides dans Red Road d Andrea Arnold et dans Le Labyrinthe de Pan de Guillermo del Toro,https://www.lemonde.fr/a-la-une/article/2006/05/30/les-themes-de-cannes-terrorisme-et-machisme_777752_3208.html,2006.0,pères,Negative,0.9864850044250488
Et maintenant on traite nos pères de sous hommes,https://www.lemonde.fr/a-la-une/article/2006/06/06/l-amere-fatigue-des-harkis_780088_3208.html,2006.0,pères,Negative,0.9946893453598022
L homme dénonce le clientélisme et l assistanat dans lequel les pères ont été maintenus,https://www.lemonde.fr/a-la-une/article/2006/06/06/l-amere-fatigue-des-harkis_780088_3208.html,2006.0,pères,Negative,0.9934453964233398
Avec son roman Les Blessures de l Arménie il est considéré comme l un des pères de la littérature arménienne moderne,https://www.lemonde.fr/a-la-une/article/2006/08/02/ararat-la-quete-de-l-arche_800399_3208.html,2006.0,pères,Positive,0.9988353848457336
Un phénomène rare sur la planète des singes où les pères quand il s agit de s occuper des petits ont plutôt tendance à prendre la tangente,https://www.lemonde.fr/a-la-une/article/2006/08/09/portrait-de-groupe-avec-petits-singes_802339_3208.html,2006.0,pères,Negative,0.9780356884002686
Une récente étude menée chez des babouins de la savane sur lesquels avaient été effectués des tests génétiques de paternité a ainsi montré que les pères en cas de conflit donnaient systématiquement la préférence à leur progéniture preuve qu ils la reconnaissent parfaitement,https://www.lemonde.fr/a-la-une/article/2006/08/09/portrait-de-groupe-avec-petits-singes_802339_3208.html,2006.0,pères,Positive,0.9267578721046448
Au cours des nuits d émeutes de novembre 2005 ce qui a surtout frappé les observateurs ce sont les rondes de nuit organisées par des pères de famille la plupart musulmans pratiquants pour ramener les jeunes à la raison voire à la maison,https://www.lemonde.fr/a-la-une/article/2006/11/16/les-barbus-dans-le-9-3_835191_3208.html,2006.0,pères,Neutral,0.6517196893692017
Sorti en 1995 Dreams from My Fathers Les Rêves de mes pères avait été bien accueilli par la critique mais les ventes avaient été pitoyables,https://www.lemonde.fr/a-la-une/article/2007/01/04/barack-obama-l-homme-sans-bagages_852001_3208.html,2007.0,pères,Neutral,0.5578092932701111
Per Oxelgren l un des pères des derniers investissements qui se montent en dizaines de millions d euros est particulièrement fier de la distillerie de Nöbbelöv non loin d Ahus,https://www.lemonde.fr/a-la-une/article/2008/06/12/la-saga-d-absolut-boisson-d-homme_1029230_3208.html,2008.0,pères,Positive,0.9976872205734253
Les pères les grands pères et leurs ancêtres esclaves avaient été acheminés ici même principalement pour ramasser cette maudite fleur à poils longs,https://www.lemonde.fr/a-la-une/article/2009/08/12/clarksdale-la-malediction-du-coton_1227914_3208.html,2009.0,"pères', 'pères","Negative', 'Negative","0.9545164108276367, 0.9545164108276367"
De leur rencontre est né un livre Nos pères ennemis Ed,https://www.lemonde.fr/a-la-une/article/2012/07/04/algerie-au-nom-des-peres_1728997_3208.html,2012.0,pères,Neutral,0.759236216545105
Leurs pères se trouvaient dans la même zone au cœur de la wilaya 4 entre Alger et Oran,https://www.lemonde.fr/a-la-une/article/2012/07/04/algerie-au-nom-des-peres_1728997_3208.html,2012.0,pères,Neutral,0.59397953748703
Nos pères se croient arrivés parce qu ils ont fait fortune et reçoivent des éloges du Parker ou du Wine Spectator mais nos vins sont moins connus à l étranger que ceux de Toscane par exemple,https://www.lemonde.fr/a-la-une/article/2012/09/15/miracle-au-pays-du-nebbiolo_1760910_3208.html,2012.0,pères,Positive,0.8433111906051636
Le Russe Andreï Sakharov 1921 1989 Prix Nobel de la paix 1975 immense physicien fut l un des pères de la dissidence soviétique,https://www.lemonde.fr/a-la-une/article/2012/10/28/n-oublions-pas-la-dissidence-iranienne_1782029_3208.html,2012.0,pères,Positive,0.9919844269752502
L idée est simple donner un visage à l ennemi montrer aux Iraniens que comme eux les Israéliens sont des pères des mères des maris et des épouses,https://www.lemonde.fr/a-la-une/article/2013/06/21/sur-facebook-israel-aime-l-iran_3434464_3208.html,2013.0,pères,Positive,0.6797739863395691
Ils ont fait ça pour la mémoire de leurs pères et la fierté de leurs petits enfants,https://www.lemonde.fr/a-la-une/article/2013/08/02/dans-le-refuge-ovni-du-mont-blanc_3456913_3208.html,2013.0,pères,Positive,0.9710453152656555
Si l on en croit le témoignage d un missionnaire français le Père Denis lui même s appuyant sur les dires des pères Tenaud et Cavaillier incorporés dans un détachement de parachutistes français il y eut bel et bien un horrible dérapage de l armée française le 21 mars 1946,https://www.lemonde.fr/a-la-une/article/2013/08/14/jean-hougron-au-laos-petits-blancs-et-cognac-soda_3461710_3208.html,2013.0,pères,Negative,0.8842139840126038
Un bon connaisseur du clan présidentiel suggère une autre piste A l instar de Saïf Al Islam l aîné de Mouammar Kadhafi Bachar Al Assad est emblématique de cette génération de fils qui contrairement aux pères imprégnés d une vraie culture populaire ont grandi en ville parfois à l étranger et méprisent leur société,https://www.lemonde.fr/a-la-une/article/2013/09/29/bachar-al-assad-le-survivant_3486796_3208.html,2013.0,pères,Positive,0.49979904294013977
Car dans ce domaine les Allemands ont fort heureusement trouvé leur rôle celui d une nation partageant valeurs et alliances avec les ennemis et libérateurs de jadis un pays qui envoie même des soldats en mission de paix pour protéger ces idéaux et ces libertés que leurs grands pères avaient jadis foulés aux pieds,https://www.lemonde.fr/a-la-une/article/2014/01/15/les-nouvelles-theses-sur-les-causes-de-la-grande-guerre-passionnent-l-allemagne_4348422_3208.html,2014.0,pères,Positive,0.7707198858261108
Durant sa scolarité chez les pères Jésuites de 8 à 19 ans il se découvre une passion pour la littérature et la philosophie,https://www.lemonde.fr/actualite-medias/article/2012/02/17/olivier-minne-le-discret_1645068_3236.html,2012.0,pères,Positive,0.9791638255119324
